"fac","subj","crsnum","longtitle"
"GL","FRAN",2600,"Introduction à la linguistique générale et française"
"GL","FRAN",3214,"Rédaction administrative et technologie du texte"
"GL","FRAN",3240,"Stylistique française I : écriture d'un article"
"GL","FRAN",3241,"Stylistique française II : écriture d'une nouvelle"
"GL","FRAN",3252,"La littérature jeunesse contemporaine"
"GL","FRAN",3305,"Initiation à l'étude du mythe littéraire"
"GL","FRAN",3306,"Introduction aux grandes mythologies"
"GL","FRAN",3310,"Roman du XIXe siècle"
"GL","FRAN",3315,"La science et le roman au tournant des Lumières"
"GL","FRAN",3602,"Introduction à la linguistique appliquée"
"GL","FRAN",3614,"Grammaire raisonnée du français : approche énonciative"
"GL","FRAN",3621,"Phonétique/Phonologie du français moderne"
"GL","FRAN",3652,"Syntaxe (domaine du français)"
"GL","FRAN",3653,"Morphologie (domaine du français)"
"GL","FRAN",3900,"Introduction à la sociolinguistique"
"GL","FRAN",3921,"Littérature suisse de langue française"
"GL","FRAN",4255,"La littérature francophone antillaise d'origine africaine"
"GL","FRAN",4275,"Écriture poétique"
"GL","FRAN",4630,"Francophonie et écriture au féminin"
"GL","FRAN",4656,"Processus d'acquisition des langues secondes : perspectives psycholinguistiques"
"GL","FRAN",4659,"Structure et changement dans l'évolution du français"
"GL","FRAN",4662,"Linguistique appliquée à l'apprentissage et l'enseignement du français langue seconde"
"GL","FRLS",1510,"Français intermédiaire II"
"GL","FRLS",1525,"De la lecture à l'écriture I"
"GL","FRLS",1530,"De la lecture à l'écriture II"
"GL","FRLS",1700,"Pratiques phonétique, auditive et orale"
"GL","FRLS",2240,"Français écrit pour spécialistes"
"GL","FRLS",2700,"Traits caractéristiques du français parlé"
"GL","FRLS",3240,"Le Français écrit contemporain"
"GL","FRLS",3241,"Écriture et style"
"GL","FRLS",3700,"Le français oral contemporain"
"GL","FSL",1000,"Les bases de la communication en français/Basic Communication Skills in French"
"GL","FSL",1100,"Communication Skills and Strategies in FSL/ Stratégies de communication en FSL"
"GL","FSL",1200,"Français intermédiaire : non-spécialistes"
"GL","FSL",2000,"Le français pour l'université I"
"GL","FSL",2010,"Le français appliqué à la discipline"
"GL","FSL",2100,"Le français pour l'université II"
"GL","HIST",1615,"The Roots of World Civilizations"
"GL","HIST",2000,"Comment étudier l'histoire"
"GL","HIST",2000,"How to study History"
"GL","HIST",2200,"Introduction à l'histoire de l'Amérique latine"
"GL","HIST",2505,"Histoire de l'Europe au 19e siècle"
"GL","HIST",2515,"Histoire et l'Europe au 20e siècle"
"GL","HIST",2670,"Canadian History Since 1663"
"GL","HIST",2905,"Introduction à l'histoire de l'Europe contemporaine de 1450 à nos jours"
"GL","HIST",2930,"The 20th Century:  A Global Perspective"
"GL","HIST",3218,"History of Northern Canada: A Circumpolar World"
"GL","HIST",3225,"War, Society and Culture in Early Modern Europe, 1400-1789"
"GL","HIST",3243,"History of Anglo-Saxon England"
"GL","HIST",3250,"Fifteenth-Century Europe"
"GL","HIST",3255,"Sixteenth-Century Europe"
"GL","HIST",3310,"Francophonies d'Amérique de 1604 à 1867"
"GL","HIST",3315,"Francophonies d'Amérique de 1867 à nos jours"
"GL","HIST",3317,"Comparative Slavery and Emancipation in the Americas"
"GL","HIST",3345,"Immigrant Experience - US 1840-1930"
"GL","HIST",3347,"Case Studies in U.S. Migration History"
"GL","HIST",3350,"The History of Modern Russia and the Soviet Union:  1861-1989"
"GL","HIST",3623,"The World of the Early Christians from the birth of Christ to the rise of Islam"
"GL","HIST",3675,"Brazil in the Atlantic World: the 16th to the 19th Centuries"
"GL","HIST",3690,"Histoire des femmes au canada"
"GL","HIST",4210,"Canada Since the First World War"
"GL","HIST",4230,"European History in the 20th Century"
"GL","HIST",4500,"Historiography"
"GL","HUMA",1622,"Introductory Latin"
"GL","HUMA",1820,"Art In Society"
"GL","HUMA",2634,"Spatiality and Spatial Representation"
"GL","HUMA",3200,"Photographie numérique"
"GL","HUMA",3400,"Art et Peinture"
"GL","HUMA",3910,"Cinéma québécois"
"GL","ILST",2200,"International Society: History, Philosophy and Theories"
"GL","ILST",2200,"La Société internationale : Histoire, Philosophie et Théories"
"GL","ILST",2300,"Culture, Globalization and International Civil Society"
"GL","ILST",2300,"Culture, mondialisation et société civile internationale"
"GL","ILST",2655,"Global Geography: Physical and Human Aspects"
"GL","ILST",3210,"Religion and International Society"
"GL","ILST",3235,"The International Relations of Latin America"
"GL","ILST",3250,"Économie internationale et développement"
"GL","ILST",3250,"International Economics and Development"
"GL","ILST",3255,"Global Politics of International Development"
"GL","ILST",3260,"L'environnement et les relations internationales"
"GL","ILST",3275,"Indigenous Peoples in International Relations"
"GL","ILST",3505,"Recherche en Études internationales"
"GL","ILST",3505,"Research in International Studies"
"GL","ILST",3650,"International Peace, Security and Human Rights"
"GL","ILST",3650,"Paix, sécurité et droits humains internationaux"
"GL","ILST",3652,"Introduction au droit international"
"GL","ILST",3652,"Introduction to International Law"
"GL","ILST",4000,"Honours Thesis"
"GL","ILST",4100,"Individual Studies"
"GL","ILST",4250,"Science, Technology and International Society"
"GL","ILST",4260,"Finance internationale"
"GL","ILST",4260,"International Finance"
"GL","ILST",4300,"Professional Internship"
"GL","ILST",4300,"Stage pratique professionnel"
"GL","ILST",4501,"Capstone Seminar"
"GL","ILST",4501,"Séminaire avancé"
"GL","ILST",4510,"Annual International Studies Symposium"
"GL","ILST",4618,"La diplomatie"
"GL","ILST",4660,"International Regionalism"
"GL","INEX",9100,"International Exchange Credits"
"GL","INEX",9100,"International Exchange Credits"
"GL","INEX",9100,"International Exchange Credits"
"GL","INEX",9100,"International Exchange Credits"
"GL","INEX",9100,"International Exchange Credits"
"GL","INEX",9101,"International Exchange Credits"
"GL","INEX",9200,"International Exchange Credits"
"GL","INEX",9200,"International Exchange Credits"
"GL","INEX",9200,"International Exchange Credits"
"GL","INEX",9200,"International Exchange Credits"
"GL","INEX",9200,"International Exchange Credits"
"GL","INEX",9201,"International Exchange Credits"
"GL","ITEC",2635,"Creation and Management of a site on the WWW"
"GL","ITEC",2635,"La création et la gestion d'un site sur le WWW"
"GL","ITEC",2915,"Computer Usage and Software Applications I"
"GL","ITEC",2915,"L'utilisation de l'ordinateur et des logiciels d'application"
"GL","ITEC",2925,"Computer Usage and Software Applications II"
"GL","ITEC",3645,"MATLAB for data analysis and visualization"
"GL","ITEC",4635,"Computer Algorithms and Techniques for Imaging Cognition"
"GL","LIN",2505,"Romanian Language: a linguistic introduction"
"GL","LIN",2622,"Romanian culture in a semiotic perspective"
"GL","LIN",3616,"Case Studies in Canada's Aboriginal Languages"
"GL","LIN",3619,"Language Endangerment"
"GL","LIN",4000,"Honours Thesis"
"GL","LIN",4215,"Field Methods"
"GL","MATH",1610,"Introduction to Statistical Methods I"
"GL","MATH",1620,"Introduction to Statistical Methods II"
"GL","MATH",1930,"Calcul différentiel et intégral I"
"GL","MATH",1930,"Calculus I"
"GL","MATH",1940,"Calcul différentiel et intégral II"
"GL","MATH",1940,"Calculus II"
"GL","MATH",2650,"Linear Algebra I"
"GL","MATH",2660,"Linear Algebra II"
"GL","MATH",2670,"Calcul des fonctions de plusieurs variables"
"GL","MATH",2680,"Les mathématiques de l'investissement et de l'actuariat"
"GL","MATH",3320,"Principles of Mathematical Analysis"
"GL","MATH",3400,"Differential Equations"
"GL","MATH",3510,"Modern Algebra I"
"GL","MATH",3515,"Modern Algebra II"
"GL","MATH",4230,"Analyse Complexe"
"GL","MODR",1711,"Critical Thinking"
"GL","MODR",1714,"Thinking and Writing Critically"
"GL","MODR",1716,"Logique formelle et informelle"
"GL","MODR",2655,"Introduction to Computer Music and Digital Audio Editing"
"GL","NATS",1500,"Nutrition, santé et société"
"GL","NATS",1540,"Introductory Biology"
"GL","NATS",1605,"Communication, Health and Environment"
"GL","NATS",1770,"Heredity and Society"
"GL","NATS",1800,"Evolution and Ecology of Humans"
"GL","NATS",1890,"Introduction to the Science, Technology and Society"
"GL","NATS",2203,"Utilisation et conservation des ressources biologiques"
"GL","NATS",2300,"General Ecology"
"GL","NATS",2310,"Conservation Biology"
"GL","NATS",2910,"Medieval Technology, Practice and Theory"
"GL","NATS",3200,"Historical Trends in Human-Environmental Interrelationships"
"GL","NATS",3205,"Human-Insect Interactions"
"GL","NATS",3215,"Communication and Sensory Ecology"
"GL","NATS",3230,"Génétique et santé humaine"
"GL","NATS",3500,"Chimie de l'environnement"
"GL","NATS",4100,"Individual Studies"
"GL","PHIL",1410,"Introduction to Philosophy I"
"GL","PHIL",1420,"Introduction to Philosophy II"
"GL","PHIL",1690,"Introduction à la philosophie : les grands penseurs"
"GL","PHIL",2605,"Truth, Mind and Reality"
"GL","PHIL",2615,"Moral Questions and Social Policies"
"GL","PHIL",2620,"Reason and Feeling in Modern Philosophy"
"GL","PHIL",2630,"Ancient Philosophy and Political Theory"
"GL","PHIL",2640,"Logic"
"GL","PHIL",2923,"Introduction au droit et à la pensée sociale"
"GL","PHIL",2923,"Introduction to Law and Social Thought"
"GL","PHIL",2925,"Philosophy of Law"
"GL","PHIL",3450,"Philosophy of Time"
"GL","PHIL",3642,"Business Ethics"
"GL","PHIL",3653,"Law and Justice"
"GL","PHIL",3910,"Philosophy of Language"
"GL","PHIL",3915,"The Analytic Tradition"
"GL","PHIL",3927,"Selected Topics in Ancient Philosophy: The Gorgias"
"GL","PHIL",4217,"The Possibility of Knowledge"
"GL","PHIL",4235,"Political Philosophy II"
"GL","PHIL",4645,"Topics in the Philosophy of Descartes"
"GL","PHIL",4647,"Topics in the Philosophy of Language: Truth"
"GL","POLS",2490,"The Birth of Politics"
"GL","POLS",2500,"Introduction à l'administration et aux politiques publiques"
"GL","POLS",2510,"Introduction to Comparative Politics"
"GL","POLS",2600,"Introduction à la politique canadienne"
"GL","POLS",2600,"Introduction to Canadian Politics"
"GL","POLS",2920,"Introduction aux relations internationales"
"GL","POLS",2920,"Introduction to International Relations"
"GL","POLS",3010,"La gestion publique participative dans les pays en voie de développement"
"GL","POLS",3210,"Comparative Political Systems: Western Europe"
"GL","POLS",3220,"Politique comparée des pays en voie de développement"
"GL","POLS",3230,"Government and Politics of the United States"
"GL","POLS",3235,"International Relations Through Film and Literature"
"GL","POLS",3360,"Politics in Quebec/La politique du Québec"
"GL","POLS",3550,"Politics and Place: Structure of  Local Government"
"GL","POLS",3647,"Médias et politiques"
"GL","POLS",3660,"Early Modern Political Theory"
"GL","POLS",4100,"Individual Studies"
"GL","POLS",4100,"Travail individuel"
"GL","POLS",4275,"Public Policy Research"
"GL","POLS",4280,"Canadian Foreign and Defence Policy"
"GL","POLS",4315,"New Forms of Governance in Europe"
"GL","POLS",4610,"The Foreign Policy of the United States"
"GL","POLS",4635,"Topics in Law and Politics"
"GL","POLS",4682,"Transnational Crime and Corruption"
"GL","PSYC",2510,"Introduction à la psychologie"
"GL","PSYC",2510,"Introduction to Psychology"
"GL","PSYC",2520,"Introduction à la psychologie expérimentale"
"GL","PSYC",2520,"Introduction to Experimental Psychology"
"GL","PSYC",2530,"Introduction à la statistique"
"GL","PSYC",2530,"Introductory Statistics"
"GL","PSYC",3220,"Personality"
"GL","PSYC",3230,"Introduction to Abnormal Psychology (Psychopathology)"
"GL","PSYC",3240,"Psychology of Anomalous Experience"
"GL","PSYC",3300,"Introduction au développement de l'enfant"
"GL","PSYC",3300,"Introduction to Development: Infancy and Childhood"
"GL","PSYC",3350,"Educational Psychology"
"GL","PSYC",3390,"Memory"
"GL","PSYC",3400,"L'apprentissage et la modification du comportement"
"GL","PSYC",3525,"Intermediate Experimental Psychology"
"GL","PSYC",3530,"Human Neuropsychology"
"GL","PSYC",3550,"Psychological Testing and Measurement"
"GL","PSYC",3555,"Learning, Behaviour Modification, and Behaviour Management"
"GL","PSYC",3600,"Psychology and Law"
"GL","PSYC",3660,"Introduction to Social Psychology"
"GL","PSYC",3670,"Psychobiology"
"GL","PSYC",3675,"Humans as Primates:  Comparative Evolutionary Views"
"GL","PSYC",3680,"Evolution of Behaviour in Animals"
"GL","PSYC",3690,"Perception"
"GL","PSYC",4000,"Honours Thesis"
"GL","PSYC",4000,"Mémoire avancé"
"GL","PSYC",4230,"Advanced Seminar"
"GL","PSYC",4240,"Advanced Experimental Design"
"GL","PSYC",4250,"Theories and Techniques of Counselling"
"GL","PSYC",4270,"Rehabilitation Psychology"
"GL","PSYC",4510,"Advanced Seminar in Development"
"GL","SOCI",2010,"Canadian Society: Structures and Dynamics"
"GL","SOCI",2510,"Perspectives sociologiques"
"GL","SOCI",2510,"Principles of Sociology"
"GL","SOCI",2520,"Sociology of Deviant Behaviour"
"GL","SOCI",2525,"Religion and Society"
"GL","SOCI",2527,"Sociology of Work and Gender"
"GL","SOCI",2565,"Educational Organizations"
"GL","SOCI",2590,"Organizations And Social Action"
"GL","SOCI",2660,"Perspectives on Human Nature"
"GL","SOCI",2685,"La Famille"
"GL","SOCI",3010,"Public Sociology"
"GL","SOCI",3210,"Sociology of Childhood, Adolescence and Youth"
"GL","SOCI",3217,"Crime and Society"
"GL","SOCI",3305,"Social Inequality"
"GL","SOCI",3551,"Sociologie des émotions et des sentiments"
"GL","SOCI",3600,"Women and Religion"
"GL","SOCI",3680,"Logic of Social Inquiry: Qualitative Methods"
"GL","SOCI",3690,"The Logic of Social Inquiry: Quantitative Methods (Data Collection and Analysis)"
"GL","SOCI",3692,"Théories de la société"
"GL","SOCI",3692,"Theories of Society"
"GL","SOCI",3917,"Communautés et sociétés"
"GL","SOCI",3980,"The Sociology of Environmental Issues"
"GL","SOCI",4275,"Religion, Media, Culture"
"GL","SOCI",4280,"Work in a Warming World: Issues in work, labour and climate change"
"GL","SOCI",4620,"Urban Environmentalism and Urban Sociology"
"GL","SOCI",4625,"L'Enquête de terrain"
"GL","SOCI",4645,"Mobs, Manias and Delusions:  Sociological and Psychoanalytic Perspectives"
"GL","SOSC",2100,"Introduction to Communication: Theory and Practice/Introduction à la communication: Théorie et pratique"
"GL","SOSC",3646,"English-Canadian Film"
"GL","SOSC",3670,"Le multiculturalisme et l'ethnicité au Canada"
"GL","SOSC",4505,"Professional Communications Field Experience/ Communication professionnelle et expérience pratique"
"GL","SP",1000,"Elementary Spanish"
"GL","SP",1000,"Espagnol élémentaire"
"GL","SP",2000,"Espagnol - deuxième niveau"
"GL","SP",2000,"Second Level Spanish Language"
"GL","SP",2100,"Introduction to Spanish Literary Texts"
"GL","SP",3000,"Advanced Level Studies in Spanish Language and Stylistics"
"GL","SP",3000,"Étude avancée de la langue et de la stylistique espagnoles"
"GL","SP",3300,"Spanish Literature and Civilization"
"GL","SP",3400,"Spanish-american Literature, Culture and Society, from the Pre-Colonial Period to the Present"
"GL","SP",3545,"Specialized Studies in Language, Composition and Translation"
"GL","SP",3550,"Studies in Stylistics and Translation"
"GL","SP",3617,"Contrasting Spanish with English"
"GL","SP",4345,"Spanish Women in Literature and the Arts: Rethinking the Body"
"GL","SP",4460,"Latin American Women Writers of the XX Century"
"GL","SP",4470,"Latin American Literature of the XXI Century"
"GL","SP",4700,"The Poetics and Politics of Hispanic Literature"
"GL","SP",4910,"The Specialized Practice of Spanish-English/English-Spanish Translation"
"GL","SP",4915,"Advanced Literary and Cultural Translation"
"GL","SP",4920,"Advanced Spanish-English/English-Spanish Translation"
"GL","SP",4925,"Translation Practicum/Advanced Translation Research"
"GL","TRAN",2210,"Introduction to Translation into English I"
"GL","TRAN",2210,"Version générale I"
"GL","TRAN",2220,"Introduction to Translation into English II"
"GL","TRAN",2220,"Version générale II"
"GL","TRAN",2250,"Comparative Stylistics - English and French"
"GL","TRAN",2250,"Stylistique différentielle  du français et de l'anglais"
"GL","TRAN",3210,"Translation of Specialized Texts Into English, Level I"
"GL","TRAN",3210,"Version spécialisée I"
"GL","TRAN",3220,"Translation of Specialized Texts into English II"
"GL","TRAN",3220,"Version spécialisée II"
"GL","TRAN",3260,"Documentation"
"GL","TRAN",3260,"Documentation"
"GL","TRAN",3260,"Documentation/Documentación"
"GL","TRAN",3270,"Théorie de la traduction"
"GL","TRAN",3270,"Theory in Translation/Teoría de la traducción"
"GL","TRAN",3270,"Theory of Translation"
"GL","TRAN",3310,"Problems in Professional Writing"
"GL","TRAN",4210,"Translation of Specialized Texts Into English III"
"GL","TRAN",4210,"Version spécialisée III"
"GL","TRAN",4225,"Intro to Translation into English (cours pour Francophones)"
"GL","TRAN",4225,"Traductions de textes généraux vers le français (cours pour Anglophones)"
"GL","TRAN",4230,"Traductions de textes spécialisés (cours pour Anglophones)"
"GL","TRAN",4250,"Technique de la révision"
"GL","TRAN",4250,"Techniques of Textual Revision"
"GL","TRAN",4310,"Techniques in Business and Technical Writing I"
"GL","TRAN",4320,"Techniques in Business and Technical Writing II"
"GL","TRAN",4330,"Documentation in Business and Industry"
"GL","TRAN",4370,"Terminologie"
"GL","TRAN",4370,"Terminology"
"GL","TRAN",4370,"Terminology/Terminología"
"GL","TRAN",4500,"Professional Internship I"
"GL","TRAN",4500,"Stage en Partenariat I"
"GL","TRAN",4525,"Translation and Localization Tools"
"GL","TRAN",4636,"History, Societies & Translation I"
"GL","TRAN",4638,"History, Societies & Translation II"
"GS","ANTH",5010,"Theory In Social Anthropology"
"GS","ANTH",5020,"Methods In Social Anthropology"
"GS","ANTH",5040,"Internship Option M.A."
"GS","ANTH",5130,"Issues In Medical Anthropology"
"GS","ANTH",5155,"Anthropology, Art, Aesthetics and Material Culture"
"GS","ANTH",5160,"Fem.Issues In Anth. Hist.& Current Deb"
"GS","ANTH",5195,"Matters of Nature: Theories and Politics"
"GS","ANTH",5210,"Independent Directed Reading"
"GS","ANTH",5220,"Technoscientific Cultures: Foundations in Anthropology of Science and Technology"
"GS","ANTH",5250,"Affect and Anthropology"
"GS","ANTH",6040,"Internship Option (Ph.D)"
"GS","ANTH",6210,"Independent Directed Reading"
"GS","ARTH",5100,"Methods:  Historiography and Contemporary Methodologies"
"GS","ARTH",5130,"Graduate Seminar I"
"GS","ARTH",5140,"Graduate Seminar II"
"GS","ARTH",5170,"Museum & Gallery"
"GS","ARTH",5175,"Curatorial Practice"
"GS","ARTH",5190,"Internship"
"GS","ARTH",5300,"Individualized reading"
"GS","ARTH",5330,"Critical Theory"
"GS","ARTH",6000,"M.A. Thesis Research"
"GS","ARTH",6010,"Research Paper"
"GS","BIOL",5029,"Topics in Molecular Biology III: Nucleic Acids"
"GS","BIOL",5030,"Topics in Molecular Biology IV: Signal Transduction"
"GS","BIOL",5038,"Current Topics in Molecular and Cellular Biology and Physiology"
"GS","BIOL",5072,"Sociobiology and Sociogenomics"
"GS","BIOL",5081,"Intro. To Biostatistics"
"GS","BIOL",5086,"Critical Skills in Ecology and Evolution"
"GS","BIOL",5148,"Introduction to Functional Magnetic Resonance to Imaging?"
"GS","BIOL",5149,"Applications in Vision Science"
"GS","BIOL",5151,"Current Topics in Endocrinology"
"GS","BIOL",6021,"M.Sc. Research Evaluation"
"GS","BIOL",6022,"M.Sc. Research Evaluation"
"GS","BIOL",7021,"Ph.D. Research Evaluation"
"GS","BIOL",7022,"Ph.D. Research Evaluation"
"GS","BIOL",7023,"Ph.D. Research Evaluation"
"GS","BIOL",7024,"Ph.D. Research Evaluation"
"GS","CDIS",5040,"Experience, Identity and Social Theory"
"GS","CDIS",5050,"Disability in Cultural Context"
"GS","CDIS",5065,"Health Systems, Issues and Inequities in Comparative Perspective"
"GS","CDIS",5070,"Geography of Disability"
"GS","CDIS",5090,"Public Policy and Disabilities"
"GS","CDIS",5100,"Disability Studies:  An Overview"
"GS","CDIS",5110,"Methodology"
"GS","CDIS",5120,"Critical Disability Law"
"GS","CDIS",6000,"MA Research Seminar in Critical Disability Studies"
"GS","CDIS",6001,"MA Major Research Paper"
"GS","CDIS",6100,"Doctoral Seminar in Critical Disability Studies"
"GS","CDIS",6150,"Critical Interpretations of Disability History"
"GS","CHEM",5010,"Selected Topics In Organic Chemistry"
"GS","CHEM",5024,"Structural Elucidation in Organic and Organometallic Chemistry"
"GS","CHEM",5030,"Mechanisms of Organic Reactions"
"GS","CHEM",5050,"Synthetic Organic Chemistry"
"GS","CHEM",5260,"Selected Topics in Inorganic Chemistry"
"GS","CHEM",5400,"General Biological Organic Chemistry"
"GS","CHEM",5410,"Biomolecular Interaction"
"GS","CHEM",6010,"M.Sc. Review Essay"
"GS","CHEM",6010,"MSc Review Essay"
"GS","CMCT",6000,"Core Issues in Cultural Studies"
"GS","CMCT",6001,"Core Issues in Communication Studies"
"GS","CMCT",6002,"Research Methods Workshop"
"GS","CMCT",6003,"M.A. Seminar in Communication Research and Practice"
"GS","CMCT",6100,"Theoretical Approaches to Media and Culture"
"GS","CMCT",6108,"Globalization:  Markets, Citizenship and Identity"
"GS","CMCT",6110,"Visual Culture"
"GS","CMCT",6111,"Philosophy, Culture and Values"
"GS","CMCT",6112,"Performing Arts in the City"
"GS","CMCT",6119,"Sound Studies"
"GS","CMCT",6123,"Cultures of Sexuality and Gender"
"GS","CMCT",6126,"Modernist Literary Circles: A Cultural Approach"
"GS","CMCT",6135,"Selected Topics in Media and Culture"
"GS","CMCT",6300,"The Political Economy of Culture and Communication"
"GS","CMCT",6318,"Owning Culture"
"GS","CMCT",6323,"Global Cultural Flows and Permeable Borders: Ideoscapes, Mediascapes and Citizenship after 9/11"
"GS","CMCT",6503,"Language and Narrative in Film, Video and Multimedia"
"GS","CMCT",6505,"The Diffusion of Communication Technologies"
"GS","CMCT",6526,"Media History: Concepts and Case Studies"
"GS","CMCT",6902,"Directed Research in Communication and Culture"
"GS","CMCT",6903,"Directed Group Study in Communication and Culture"
"GS","CMCT",6909,"Field Placements"
"GS","CMCT",6909,"Field Placements"
"GS","CMCT",6911,"Directed Readings (Master's Level)"
"GS","CMCT",6911,"Directed Readings (Master's Level)"
"GS","CMCT",6912,"Directed Readings (Master's Level)"
"GS","CMCT",6912,"Directed Readings (Master's Level)"
"GS","CMCT",7000,"Perspectives in Communication and Cultural Studies"
"GS","CMCT",7002,"Directed Research in Communication and Culture (Doctoral Level )"
"GS","CMCT",7011,"Directed Readings (Ph.D. Level)"
"GS","CMCT",7011,"Directed Readings (Ph.D. Level)"
"GS","CMCT",7012,"Directed Readings (Ph.D. Level)"
"GS","CMCT",7012,"Directed Readings (Ph.D. Level)"
"GS","CMCT",7200,"Advanced Research Methods Workshop"
"GS","CMCT",7300,"Ph. D.  Seminar in Communication Research and Practice"
"GS","CSE",5101,"Advanced Data Structures"
"GS","CSE",5111,"Automata Computability and Complexity"
"GS","CSE",5311,"Logic Programming"
"GS","CSE",5323,"Computer Vision"
"GS","CSE",5324,"Introduction to Robotics"
"GS","CSE",5327,"Introduction to Machine Learning and Pattern Recognition"
"GS","CSE",5331,"Advanced Topics in 3D Computer Graphics"
"GS","CSE",5351,"Human-Computer Interaction"
"GS","CSE",5421,"Operating System Design"
"GS","CSE",5431,"Mobile Communications"
"GS","CSE",5442,"Real-Time Systems Practise"
"GS","CSE",5501,"Computer Architecture"
"GS","CSE",5910,"Software Foundations"
"GS","CSE",6002,"Directed Reading"
"GS","CSE",6111,"Advanced Algorithm Design and Analysis"
"GS","CSE",6115,"Computational Complexity"
"GS","CSE",6118,"Combinatorial Optimization"
"GS","CSE",6323,"Advanced Topics in Computer Vision"
"GS","CSE",6328,"Speech and Language Processing"
"GS","CSE",6329,"Advanced Human-Computer Interaction"
"GS","CSE",6332,"Statistical Visual Motion Analysis"
"GS","CSE",6337,"3D User Interfaces"
"GS","CSE",6338,"Computer-Aided Interventions"
"GS","CSE",6340,"Embodied Intelligence"
"GS","CSE",6390,"Special Topics: Knowledge Representation"
"GS","CSE",6390,"Special Topics: Scheduling in Hard Real-time Systems"
"GS","CSE",6400,"Computer Engineering Research Projects"
"GS","CSE",6421,"Advanced Data Systems"
"GS","DANC",5100,"Directed Readings"
"GS","DANC",5110,"Directed Reading"
"GS","DANC",5200,"Research Methods"
"GS","DANC",5221,"The Interactive Stage:  Explorations in Electronically Mediated Performances"
"GS","DANC",5270,"Lighting Design for Dance"
"GS","DANC",5300,"Methods and Materials for Movement Observation"
"GS","DANC",5330,"Anthropology of Dance in Canada"
"GS","DANC",5340,"Topics in Historical or Cultural Dance Style"
"GS","DANC",5345,"Issues in Canadian Dance"
"GS","DANC",5350,"Theory and Practice in Dance Dramaturgy"
"GS","DANC",5501,"Initiating, Forming and Performing Choreography"
"GS","DANC",5602,"Dance Production"
"GS","DANC",6200,"Advanced Research and Dissertation Seminar"
"GS","DANC",6400,"Issues in Dance Ethnography and Cultural Studies"
"GS","DANC",6420,"Dance and Globalization"
"GS","DEMS",5000,"Directed Reading"
"GS","DEMS",5010,"Advanced Disaster and Emergency Management"
"GS","DEMS",5030,"Social and Behavioral Dimensions of Disasters"
"GS","DEMS",5040,"Natural Disasters"
"GS","DEMS",5051,"Research Design and Qualitative Research Methods"
"GS","DEMS",5052,"Research Design and Quantitative Methods"
"GS","DEMS",5053,"Topics in Business Continuity"
"GS","DEMS",5060,"Terrorism Studies I"
"GS","DEMS",5070,"Terrorism Studies II"
"GS","DEMS",5080,"Emergency Management Internship"
"GS","DEMS",5081,"Topics in Applied Disaster Management"
"GS","DEMS",5082,"Medical and Public Health Issues for Non-Medical Personnel"
"GS","DEMS",5710,"Critical Infrastructure Protection"
"GS","DVST",5000,"Directed Reading"
"GS","DVST",5100,"Conceptual Foundations of Development I"
"GS","DVST",5101,"Conceptual Foundations of Development II"
"GS","DVST",5111,"Civil Society and State in Development Discourse and Practice"
"GS","DVST",5120,"Research Methods for Development"
"GS","DVST",5121,"Tools and Policy Analysis for Development"
"GS","DVST",5122,"Critical Reflections on Field Work"
"GS","ECON",5000,"Mathematics For Economists"
"GS","ECON",5010,"Applied Microeconomics"
"GS","ECON",5011,"Applied Macroeconomics"
"GS","ECON",5025,"Applied Econometrics"
"GS","ECON",5030,"The Econometrics of Financial Markets"
"GS","ECON",5100,"Microeconomics Theory"
"GS","ECON",5110,"Topics In Macroeconomic Theory"
"GS","ECON",5220,"Econometric Theory"
"GS","ECON",5300,"Public Economics I"
"GS","ECON",5320,"Game Theory"
"GS","ECON",5430,"Industrial Organization"
"GS","ECON",5459,"Health Economics"
"GS","ECON",5460,"Economics Of Natural Resources"
"GS","ECON",5500,"Advanced Monetary Economics"
"GS","ECON",5510,"International Monetary Economics"
"GS","ECON",5520,"Economics of Financial Markets"
"GS","ECON",5600,"Labour Economics"
"GS","ECON",5620,"Empirical Labour Economics"
"GS","ECON",5700,"Economic Development"
"GS","ECON",5800,"International Trade Theory"
"GS","ECON",5820,"International Trade Theory II"
"GS","ECON",5910,"Trade Policy  and Econ. Integration"
"GS","ECON",5990,"Directed Readings"
"GS","ECON",6100,"Topics In Microeconomics Theory"
"GS","ECON",6110,"Advanced Macroeconomic Theory"
"GS","ECON",6220,"Advanced Econometric Theory I"
"GS","ECON",6250,"Advanced Econometric Theory"
"GS","ECON",6990,"Reading & Research"
"GS","ECON",7000,"Ph.D. Dissertation"
"GS","ECON",7100,"Advanced Topics in Microeconomic Research"
"GS","ECON",7220,"Advanced Topics in Empirical Economic Research"
"GS","EDUC",5100,"Research and Issues in Language, Culture and Teaching"
"GS","EDUC",5120,"Theory and Research in Language, Culture and Teaching"
"GS","EDUC",5200,"Qualitative Research Methods in Education"
"GS","EDUC",5205,"Policy Research in Education"
"GS","EDUC",5215,"Research in Mathematics Education"
"GS","EDUC",5216,"Mixed-Methods Research in Education"
"GS","EDUC",5221,"Life History Research Methods and  Applications"
"GS","EDUC",5222,"Seminar in In-depth Interviewing"
"GS","EDUC",5225,"(De) Colonizing Research Methodologies"
"GS","EDUC",5235,"Learning Through Archival Encounters"
"GS","EDUC",5248,"Aesthetics, Music, Education"
"GS","EDUC",5250,"Practitioner Research"
"GS","EDUC",5300,"Oral Language Learning in the Classroom"
